city,date,ws,hum,dew,pm25,fqi_cum
Chengdu,9/15/2020,0.5,88,20,65,47.57946018
Chengdu,9/16/2020,2.5,94,20,53,53.09180586
Chengdu,9/17/2020,1.5,82,17,46,45.9463205
Chengdu,9/18/2020,1.5,73,18,61,44.95812152
Chengdu,9/19/2020,1.5,83,19,78,48.8228032
Chengdu,9/20/2020,1.5,94,19,68,51.0583999
Chengdu,9/21/2020,1.5,93,18,46,49.18651658
Chengdu,9/22/2020,0.5,83,18,46,44.37170177
Chengdu,9/23/2020,1.5,73,18,57,44.7523602
Chengdu,9/24/2020,2.5,83,18,61,49.77293634
Chengdu,9/25/2020,1.5,100,19,46,51.42671266
Chengdu,9/26/2020,1.5,100,18,55,51.39947954
Chengdu,9/27/2020,0.5,100,19,53,49.47198015
Chengdu,9/28/2020,1.5,100,19,70,52.66128056
Chengdu,9/29/2020,0.5,83,18,63,45.24618736
Chengdu,9/30/2020,1.5,88,19,68,49.5583999
Chongqing,4/1/2020,2.5,76,10,82,45.18161462
Chongqing,4/2/2020,3.6,76,11,85,48.37242798
Chongqing,4/3/2020,3.6,71,9,89,46.34779714
Chongqing,4/4/2020,1.5,87,10,93,46.18264343
Chongqing,4/5/2020,1.5,93,11,89,47.96707819
Chongqing,4/6/2020,0.5,76,11,93,41.60802469
Chongqing,4/7/2020,1.5,67,10,91,41.07976277
Chongqing,4/8/2020,2.5,77,12,112,47.95521665
Chongqing,4/9/2020,2.5,68,11,89,44.031893
Chongqing,4/10/2020,2.5,82,15,93,49.69843863
Chongqing,4/11/2020,2.5,77,12,59,45.22887921
Chongqing,4/12/2020,1.5,59,9,70,37.50931978
Chongqing,4/13/2020,2.5,67,10,89,43.29169693
Chongqing,4/14/2020,1.5,67,10,99,41.4912854
Chongqing,4/15/2020,1.5,52,11,102,38.38580247
Chongqing,4/16/2020,1.5,56,14,142,42.91400387
Chongqing,4/17/2020,1.5,68,16,152,47.40879932
Chongqing,4/18/2020,3.6,93,15,72,53.91448802
Chongqing,4/19/2020,2.5,77,15,68,47.1624304
Chongqing,4/20/2020,2.5,88,15,68,49.9124304
Chongqing,4/21/2020,3.6,93,14,46,52.08684338
Chongqing,4/22/2020,3.6,93,11,42,50.41049383
Chongqing,4/23/2020,3.6,93,10,57,50.69190269
Chongqing,4/24/2020,1.5,72,10,74,41.45527717
Chongqing,4/25/2020,1.5,67,11,87,41.36419753
Chongqing,4/26/2020,1.5,52,10,78,36.66103849
Chongqing,4/27/2020,1.5,53,11,99,38.48148148
Chongqing,4/28/2020,2.5,44,11,97,38.44341564
Chongqing,4/29/2020,2.5,44,11,95,38.34053498
Chongqing,4/30/2020,1.5,83,18,144,51.72766885
Chongqing,5/1/2020,1.5,66.2,17,119,45.75146454
Chongqing,5/2/2020,1.5,57,16.2,109,42.54490438
Chongqing,5/3/2020,1.5,45,16,107,39.34398451
Chongqing,5/4/2020,2.5,50,17,93,42.67883079
Chongqing,5/5/2020,2.5,61,18,78,45.14742193
Chongqing,5/6/2020,3.6,62,21,55,48.23117889
Chongqing,5/7/2020,3.6,69,21,61,50.28982087
Chongqing,5/8/2020,3.6,73,18,59,49.71635197
Chongqing,5/9/2020,2.5,68,14,63,44.16503268
Chongqing,5/10/2020,2.5,60,13,70,42.03491891
Chongqing,5/11/2020,1.5,77,16,80,45.95509562
Chongqing,5/12/2020,2.5,73,13,85,46.05652384
Chongqing,5/13/2020,1.5,82,16,104,48.43966352
Chongqing,5/14/2020,1.5,93,17,93,51.11401598
Chongqing,5/15/2020,1.5,77,17,70,45.9308884
Chongqing,5/16/2020,1.5,73,20,85,47.17308158
Chongqing,5/17/2020,1.5,61,19,97,44.30016945
Chongqing,5/18/2020,1.5,48,17,97,40.06977729
Chongqing,5/19/2020,2.5,48,18,85,42.25750424
Chongqing,5/20/2020,3.6,78,20,82,53.1298717
Chongqing,5/21/2020,2.5,88,21,80,53.47089083
Chongqing,5/22/2020,1.5,78,20,93,48.83460421
Chongqing,5/23/2020,1.5,65,19,95,45.19728879
Chongqing,5/24/2020,3.6,78,20,99,54.0043573
Chongqing,5/25/2020,1.5,93,17,57,49.26216412
Chongqing,5/26/2020,1.5,77,17,70,45.9308884
Chongqing,5/27/2020,1.5,77,17,93,47.11401598
Chongqing,5/28/2020,1.5,77,17,80,46.4452917
Chongqing,5/29/2020,1.5,60,16,82,41.80797628
Chongqing,5/30/2020,2.5,57,17,74,43.45146454
Chongqing,5/31/2020,2.5,78,20,72,50.06917211
Chongqing,6/1/2020,2.5,61,19,72,45.32897603
Chongqing,6/2/2020,3.6,93,18,50,54.25338901
Chongqing,6/3/2020,1.5,73,17,59,44.36504478
Chongqing,6/4/2020,1.5,61,18,80,42.93548778
Chongqing,6/5/2020,1.5,61,19,97,44.30016945
Chongqing,6/6/2020,1.5,69,21,114,48.1550472
Chongqing,6/7/2020,1.5,88,22,114,53.39524328
Chongqing,6/8/2020,1.5,94,21,80,52.65607601
Chongqing,6/9/2020,2.5,88,20,70,52.46629145
Chongqing,6/10/2020,1.5,73,21,82,47.50895667
Chongqing,6/11/2020,2.5,78,22,89,51.92404987
Chongqing,6/12/2020,2.5,88,23,70,53.93687969
Chongqing,6/13/2020,2.5,88,24,89,55.40444202
Chongqing,6/14/2020,2.5,88,23.1,87,54.86038489
Chongqing,6/15/2020,2.5,66,24,63,48.56699346
Chongqing,6/16/2020,3.6,59,22,50,47.71417332
Chongqing,6/17/2020,2.5,88,23,50,52.90807311
Chongqing,6/18/2020,1.5,73,20,59,45.83563302
Chongqing,6/19/2020,2.5,65,21,65,46.94928589
Chongqing,6/20/2020,2.5,88,20,46,51.23172355
Chongqing,6/21/2020,1.5,83,21,65,49.13447107
Chongqing,6/22/2020,1.5,94,22,87,53.50635439
Chongqing,6/23/2020,0.5,94,22,78,50.72857662
Chongqing,6/24/2020,1.5,83,22,70,49.8818688
Chongqing,6/25/2020,1.5,62,22,68,44.52898814
Chongqing,6/26/2020,3.6,62,22,57,48.82425563
Chongqing,6/27/2020,2.5,94,22,59,54.38083999
Chongqing,6/28/2020,1.5,94,22,65,52.37466715
Chongqing,6/29/2020,1.5,78,23,70,49.12206488
Chongqing,6/30/2020,1.5,83,24,61,50.39929799
Chongqing,7/1/2020,1.5,94,24,55,52.84065602
Chongqing,7/2/2020,1.5,94,21,50,51.11286613
Chongqing,7/3/2020,1.5,78,22,61,48.16890583
Chongqing,7/4/2020,1.5,83,24,50,49.83345437
Chongqing,7/5/2020,1.5,94,24,59,53.04641733
Chongqing,7/6/2020,0.5,88,22,55,48.04544904
Chongqing,7/7/2020,0.5,94,23,68,50.7043694
Chongqing,7/8/2020,1.5,83,24,72,50.96514161
Chongqing,7/9/2020,1.5,74,24,57,47.94353667
Chongqing,7/10/2020,1.5,83,24,57,50.19353667
Chongqing,7/11/2020,2.5,94,24,53,55.05259017
Chongqing,7/12/2020,1.5,94,23.8,57,52.84549746
Chongqing,7/13/2020,2.5,94,23,50,54.40807311
Chongqing,7/14/2020,3.6,74,24,55,52.70176713
Chongqing,7/15/2020,3.6,83,24,63,55.36328976
Chongqing,7/16/2020,2.5,94,24.6,59,55.65534979
Chongqing,7/17/2020,2.5,100,24,30,55.3694626
Chongqing,7/18/2020,1.5,88,24,50,51.08345437
Chongqing,7/19/2020,1.5,61,21,42,42.4513435
Chongqing,7/20/2020,1.5,74,22,68,47.52898814
Chongqing,7/21/2020,3.6,78,22.3,65,53.38283709
Chongqing,7/22/2020,1.5,88,23,63,51.26198257
Chongqing,7/23/2020,1.5,70,24,80,48.12666425
Chongqing,7/24/2020,2.5,70,25,72,50.52015251
Chongqing,7/25/2020,2.5,66,25,74,49.62303316
Chongqing,7/26/2020,3.6,88,23.1,38,54.88610506
Chongqing,7/27/2020,1.5,74,23,59,47.55622125
Chongqing,7/28/2020,2.5,66,24,76,49.23571774
Chongqing,7/29/2020,2.5,62,23,59,46.87103607
Chongqing,7/30/2020,2.5,88,24,74,54.63283709
Chongqing,7/31/2020,2.5,88,24,74,54.63283709
Chongqing,8/1/2020,1.5,70,24,87,48.48674655
Chongqing,8/2/2020,2.5,70,25,85,51.18887679
Chongqing,8/3/2020,2,62,24,70,46.76966836
Chongqing,8/4/2020,1.5,55,23,46,42.13749697
Chongqing,8/5/2020,2.5,49,22,50,42.66787703
Chongqing,8/6/2020,2.5,55,23,46,44.45231179
Chongqing,8/7/2020,2.5,58,24,50,45.89826918
Chongqing,8/8/2020,1.5,74,25,74,49.30821835
Chongqing,8/9/2020,1.5,79,25,70,50.35245703
Chongqing,8/10/2020,2.5,66,25,78,49.82879448
Chongqing,8/11/2020,3.6,66,24,61,51.0104091
Chongqing,8/12/2020,3.6,59,23,46,47.99860809
Chongqing,8/13/2020,2.5,83,24,55,52.40547083
Chongqing,8/14/2020,3.6,52,23,53,46.60869039
Chongqing,8/15/2020,3.6,55,21,38,45.60669329
Chongqing,8/16/2020,3.6,55,21,34,45.40093198
Chongqing,8/17/2020,3.6,50.1,20,30,43.47997458
Chongqing,8/18/2020,4.6,69,19,53,51.21272089
Chongqing,8/19/2020,1.5,78,20,59,47.08563302
Chongqing,8/20/2020,1.5,69,22,93,47.56499637
Chongqing,8/21/2020,1.5,74,23,82,48.73934883
Chongqing,8/22/2020,2.5,59,22,59,45.63083999
Chongqing,8/23/2020,2.5,49,22,61,43.23372065
Chongqing,8/24/2020,3.6,73,21,59,51.18694021
Chongqing,8/25/2020,1.5,61,20,61,42.93851368
Chongqing,8/26/2020,1.5,54,19,80,41.67568385
Chongqing,8/27/2020,2.5,48,19,87,42.85058097
Chongqing,8/28/2020,2.5,41,19,82,40.84337933
Chongqing,8/29/2020,2.5,38,19,74,39.68185669
Chongqing,8/30/2020,3.6,43,19,76,43.58103365
Chongqing,8/31/2020,3.6,57,19,78,47.18391431
Chongqing,9/1/2020,2.5,69,21,93,49.38961511
Chongqing,9/2/2020,2.5,78,22,91,52.02693053
Chongqing,9/3/2020,1.5,83,22,102,51.52795933
Chongqing,9/4/2020,1.5,78,20,42,46.21114742
Chongqing,9/5/2020,1.5,69,20,57,44.73275236
Chongqing,9/6/2020,3.6,88,21,76,55.8114258
Chongqing,9/7/2020,1.5,65,20,63,44.04139434
Chongqing,9/8/2020,1.5,61,20,91,44.48172355
Chongqing,9/9/2020,1.5,58,21,72,43.24455338
Chongqing,9/10/2020,1.5,88,21,104,52.39064391
Chongqing,9/11/2020,1.5,74,19,89,47.13864682
Chongqing,9/12/2020,3.6,73,18,55,49.51059066
Chongqing,9/13/2020,3.6,93,,38,44.81257565
Chongqing,9/14/2020,2.5,100,20,38,53.82020092
Chongqing,9/15/2020,1.5,94,20,53,50.77699104
Chongqing,9/16/2020,0.5,100,21,61,50.86389494
Chongqing,9/17/2020,5.6,93,18,38,58.26573469
Chongqing,9/18/2020,1.5,73,17,57,44.26216412
Chongqing,9/19/2020,1.5,61,17,70,41.9308884
Chongqing,9/20/2020,2.5,69,18,68,46.63301864
Chongqing,9/21/2020,1.5,94,20,70,51.65147664
Chongqing,9/22/2020,2.5,93,18,30,50.67828613
Chongqing,9/23/2020,1.5,88,18,50,48.1422779
Chongqing,9/24/2020,1.5,82,19,57,47.49255628
Chongqing,9/25/2020,4.6,93,18,38,55.95091987
Chongqing,9/26/2020,2.5,88,17,34,49.14385137
Chongqing,9/27/2020,2.5,68,16,55,44.7339022
Chongqing,9/28/2020,2.5,77,17,53,47.37121762
Chongqing,9/29/2020,1.5,93,18.5,65,50.40898088
Chongqing,9/30/2020,1.5,78,18,68,46.56820382
Dongguan,4/1/2020,3.6,82,14,53,49.69692568
Dongguan,4/2/2020,2.5,78,17,93,49.67883079
Dongguan,4/3/2020,3.6,82,18,78,52.94371823
Dongguan,4/4/2020,3.6,82,17,53,51.16751392
Dongguan,4/5/2020,2.5,88,14,55,48.75351005
Dongguan,4/6/2020,2.5,93,15,59,50.69946744
Dongguan,4/7/2020,3.6,77,15,61,49.3486444
Dongguan,4/8/2020,1.5,77,16,134,48.7328734
Dongguan,4/9/2020,2.5,64,15,117,46.43300654
Dongguan,4/10/2020,2.5,64,14,85,44.29671992
Dongguan,4/11/2020,1.5,83,19,107,50.31457274
Dongguan,4/12/2020,6.6,43.5,9,25,43.12506052
Dongguan,4/13/2020,3.6,39,3,72,34.53213508
Dongguan,4/14/2020,1.5,63,12,149,44.04369402
Dongguan,4/15/2020,2.5,73,16,158,51.28225611
Dongguan,4/16/2020,2.5,74.5,18,97,49.49978819
Dongguan,4/17/2020,2.5,77,19,85,49.99770031
Dongguan,4/18/2020,2.5,88,21,76,53.26512951
Dongguan,4/19/2020,2.5,80.5,22,82,52.18896756
Dongguan,4/20/2020,3.6,83,23,74,55.4389373
Dongguan,4/21/2020,3.6,83,22,57,54.07425563
Dongguan,4/22/2020,3.6,83,19,42,51.83206245
Dongguan,4/23/2020,3.6,82,17,30,49.98438635
Dongguan,4/24/2020,3.6,77,15,53,48.93712176
Dongguan,4/25/2020,1.5,77,15,89,45.9278625
Dongguan,4/26/2020,2,73,17,112,48.24878964
Dongguan,4/27/2020,1.5,69,19,95,46.19728879
Dongguan,4/28/2020,2.5,61,16,117,46.17320261
Dongguan,4/29/2020,2.5,78,19,80,49.99049867
Dongguan,4/30/2020,2.5,73,20,99,50.208061
Dongguan,5/1/2020,2.5,78,22,65,50.68948197
Dongguan,5/2/2020,3.6,83,22,76,55.05162188
Dongguan,5/3/2020,3.6,83,23,68,55.13029533
Dongguan,5/4/2020,4.6,88,24,65,59.03098523
Dongguan,5/5/2020,5.6,83,22,42,57.93228032
Dongguan,5/6/2020,5.6,83,24,50,59.32419511
Dongguan,5/7/2020,5.6,83,25,25,58.52838296
Dongguan,5/8/2020,5.6,88,26,21,60.06281772
Dongguan,5/9/2020,4.6,88,23,34,56.94613895
Dongguan,5/10/2020,4.6,83,23,42,56.10766158
Dongguan,5/11/2020,2.5,83,25,72,53.77015251
Dongguan,5/12/2020,2.5,78,23,72,51.53976035
Dongguan,5/13/2020,2.5,74,23,97,51.82576858
Dongguan,5/14/2020,4.6,74,24,65,55.53098523
Dongguan,5/15/2020,4.1,78,24,61,55.16781651
Dongguan,5/16/2020,2.5,78,24,59,51.36123215
Dongguan,5/17/2020,2.5,78,24,78,52.3385984
Dongguan,5/18/2020,2.5,83,23,57,52.01815541
Dongguan,5/19/2020,3,79,24,59,52.76863955
Dongguan,5/20/2020,2.5,83,25,63,53.30718954
Dongguan,5/21/2020,4.6,88,26,55,59.4969741
Dongguan,5/22/2020,3.6,88,25,46,56.22900024
Dongguan,5/23/2020,2.5,83,23,57,52.01815541
Dongguan,5/24/2020,1.5,78,23,68,49.01918422
Dongguan,5/25/2020,2.5,83,25,61,53.20430888
Dongguan,5/26/2020,3.6,88,25,63,57.10348584
Dongguan,5/27/2020,2.5,74,23,55,49.66527475
Dongguan,5/28/2020,2.5,78,23,89,52.41424595
Dongguan,5/29/2020,3.6,83,25,59,55.64772452
Dongguan,5/30/2020,3.6,88,25,55,56.69196321
Dongguan,5/31/2020,4.6,88,27,57,60.09005084
Dongguan,6/1/2020,4.6,88,27,55,59.98717018
Dongguan,6/2/2020,3.6,84,25,42,55.02323893
Dongguan,6/3/2020,5.6,85.5,26,38,60.31230332
Dongguan,6/4/2020,5.6,88,27,42,61.63326071
Dongguan,6/5/2020,5.6,88,27,30,61.01597676
Dongguan,6/6/2020,4.6,88,25,34,57.92653111
Dongguan,6/7/2020,3.6,88,26,55,57.18215928
Dongguan,6/8/2020,4.6,88,26,50,59.23977245
Dongguan,6/9/2020,5.6,88,24,42,60.16267248
Dongguan,6/10/2020,4.6,84,26,34,57.41672718
Dongguan,6/11/2020,3.6,83,26,38,55.05767369
Dongguan,6/12/2020,2.5,83,26,30,52.09985476
Dongguan,6/13/2020,3.6,70,25,55,52.19196321
Dongguan,6/14/2020,4.6,83,24,21,55.51761075
Dongguan,6/15/2020,4.6,83,26,34,57.16672718
Dongguan,6/16/2020,5.6,83,25,25,58.52838296
Dongguan,6/17/2020,4.6,84,26,25,56.95376422
Dongguan,6/18/2020,4.6,84,26,34,57.41672718
Dongguan,6/19/2020,4.6,83,26,34,57.16672718
Dongguan,6/20/2020,4.6,79,26,38,56.3724885
Dongguan,6/21/2020,4.6,84,24,34,56.43633503
Dongguan,6/22/2020,5.6,84,24.5,46,59.61353183
Dongguan,6/23/2020,5.6,84,27,38,60.42749939
Dongguan,6/24/2020,5.6,88,27,53,62.19910433
Dongguan,6/25/2020,6.6,84,27,38,62.74231421
Dongguan,6/26/2020,6.6,84,27,34,62.53655289
Dongguan,6/27/2020,5.6,79,26,25,58.01857904
Dongguan,6/28/2020,5.6,79,26,25,58.01857904
Dongguan,6/29/2020,4.6,74,26,25,54.45376422
Dongguan,6/30/2020,3.6,79,26,38,54.05767369
Dongguan,7/1/2020,2.5,74,25,50,50.38846526
Dongguan,7/2/2020,4.6,79,26,34,56.16672718
Dongguan,7/3/2020,3.6,80.5,26,38,54.43267369
Dongguan,7/4/2020,4.6,83,26,34,57.16672718
Dongguan,7/5/2020,4.6,79,26,25,55.70376422
Dongguan,7/6/2020,5.6,79,26,30,58.27578068
Dongguan,7/7/2020,5.6,83,27,30,59.76597676
Dongguan,7/8/2020,4.6,83,27,46,58.27420721
Dongguan,7/9/2020,6.6,84,27,50,63.35959816
Dongguan,7/10/2020,6.6,84,26,34,62.04635681
Dongguan,7/11/2020,6.6,79,26,38,61.00211813
Dongguan,7/12/2020,5.6,79,26,25,58.01857904
Dongguan,7/13/2020,3.6,74,26,42,53.013435
Dongguan,7/14/2020,2.5,79,26,61,52.69450496
Dongguan,7/15/2020,4.6,74,26,46,55.53401114
Dongguan,7/16/2020,4.6,74,26,34,54.91672718
Dongguan,7/17/2020,5.6,79,26,38,58.68730332
Dongguan,7/18/2020,6.6,74,26,21,58.87763253
Dongguan,7/19/2020,5.6,74,26,30,57.02578068
Dongguan,7/20/2020,4.6,79,26,30,55.96096587
Dongguan,7/21/2020,3.6,74,25,38,52.31747761
Dongguan,7/22/2020,2.5,74,25,59,50.85142823
Dongguan,7/23/2020,3.6,74,25,30,51.90595497
Dongguan,7/24/2020,2.5,74,26,50,50.87866134
Dongguan,7/25/2020,3.6,79,26,57,55.03503994
Dongguan,7/26/2020,4.6,74,26,42,55.32824982
Dongguan,7/27/2020,5.6,74,26,25,56.76857904
Dongguan,7/28/2020,4.6,74,26,34,54.91672718
Dongguan,7/29/2020,2.5,74,25,53,50.54278625
Dongguan,7/30/2020,3.6,66,24,38,49.82728153
Dongguan,7/31/2020,4.6,74,24,38,54.14209634
Dongguan,8/1/2020,5.6,83,25,25,58.52838296
Dongguan,8/2/2020,3.6,79,25,21,52.69299201
Dongguan,8/3/2020,2.5,83,25,30,51.60965868
Dongguan,8/4/2020,2,83,25,42,51.06953522
Dongguan,8/5/2020,2.5,88,26,30,53.34985476
Dongguan,8/6/2020,2.5,79,25,38,51.02118131
Dongguan,8/7/2020,2.5,74,25,53,50.54278625
Dongguan,8/8/2020,2.5,74,25,61,50.95430888
Dongguan,8/9/2020,2.5,74,25,34,49.56542
Dongguan,8/10/2020,3.6,79,26,30,53.64615105
Dongguan,8/11/2020,4.6,79,26,34,56.16672718
Dongguan,8/12/2020,2.5,88,25,34,53.06542
Dongguan,8/13/2020,2.5,83,25,42,52.22694263
Dongguan,8/14/2020,2.5,79,25,50,51.63846526
Dongguan,8/15/2020,3.6,79,25,46,53.97900024
Dongguan,8/16/2020,2.5,74,25,70,51.41727185
Dongguan,8/17/2020,1.5,78,25,59,49.53661341
Dongguan,8/18/2020,2.5,78,24,63,51.56699346
Dongguan,8/19/2020,5.6,80.5,24,25,57.41318688
Dongguan,8/20/2020,2.5,79,25,50,51.63846526
Dongguan,8/21/2020,2.5,78,25,89,53.3946381
Dongguan,8/22/2020,1.5,74,26,117,52.01034858
Dongguan,8/23/2020,2.5,74,25,65,51.1600702
Dongguan,8/24/2020,3.6,74,26,76,54.7624062
Dongguan,8/25/2020,3.6,74,26,70,54.45376422
Dongguan,8/26/2020,3.6,78,25,55,54.19196321
Dongguan,8/27/2020,2.5,78,25,50,51.38846526
Dongguan,8/28/2020,2.5,79,25,85,53.43887679
Dongguan,8/29/2020,2.5,74,26,112,54.06796175
Dongguan,8/30/2020,2.5,74,25,109,53.42344469
Dongguan,8/31/2020,2,74,25,95,51.54587267
Dongguan,9/1/2020,1.5,79,26,87,51.71713871
Dongguan,9/2/2020,2.5,79,26,99,54.64923747
Dongguan,9/3/2020,2.5,75,27,142,56.35136771
Dongguan,9/4/2020,2.5,79,26,122,55.83236504
Dongguan,9/5/2020,2.5,79,24,80,52.69147906
Dongguan,9/6/2020,1.5,79,25,95,51.63846526
Dongguan,9/7/2020,2.5,79,25,65,52.4100702
Dongguan,9/8/2020,2.5,83,25,55,52.89566691
Dongguan,9/9/2020,1.5,83,25,59,50.78661341
Dongguan,9/10/2020,2.5,88,25,68,54.81439119
Dongguan,9/11/2020,3.6,80.5,26,57,55.41003994
Dongguan,9/12/2020,2.5,88,25,42,53.47694263
Dongguan,9/13/2020,1.5,83,25,63,50.99237473
Dongguan,9/14/2020,2.5,83,25,61,53.20430888
Dongguan,9/15/2020,2.5,83,25,61,53.20430888
Dongguan,9/16/2020,2.5,79,25,55,51.89566691
Dongguan,9/17/2020,3.6,79,25,46,53.97900024
Dongguan,9/18/2020,3.6,83,26,50,55.67495764
Dongguan,9/19/2020,3.6,88,25,30,55.40595497
Dongguan,9/20/2020,2.5,79,25,42,51.22694263
Dongguan,9/21/2020,2.5,83,25,61,53.20430888
Dongguan,9/22/2020,3.6,78,25,61,54.50060518
Dongguan,9/23/2020,2.5,78,25,59,51.85142823
Dongguan,9/24/2020,3.6,74,23,42,51.54284677
Dongguan,9/25/2020,2.5,69,21,57,47.53776325
Dongguan,9/26/2020,3.6,74,22,89,53.47034616
Dongguan,9/27/2020,2.5,74,23,59,49.87103607
Dongguan,9/28/2020,2.5,78,23,68,51.33399903
Dongguan,9/29/2020,2.5,78,24,91,53.00732268
Dongguan,9/30/2020,1.5,80.5,25,74,50.93321835
Foshan,4/1/2020,1.6,88.5,12,53,45.7119039
Foshan,4/2/2020,0.7,94.7,14,80,47.54785161
Foshan,4/3/2020,1.1,95,15,59,47.9587267
Foshan,4/4/2020,1.9,89,14,53,47.5117405
Foshan,4/5/2020,1.7,94,13,50,47.65426047
Foshan,4/6/2020,1.5,95,14,59,48.39445655
Foshan,4/7/2020,1,84.2,13,68,44.50981603
Foshan,4/8/2020,1,85,14,127,48.23499153
Foshan,4/9/2020,1.8,76.3,16,93,47.14326434
Foshan,4/10/2020,2.9,74.5,13,74,46.79160615
Foshan,4/11/2020,2.8,89.1,16,91,52.5551985
Foshan,4/12/2020,5.5,52,5.5,34,41.45104091
Foshan,4/13/2020,2,40.8,0.5,63,29.58997821
Foshan,4/14/2020,1.1,55.9,9,127,38.74049262
Foshan,4/15/2020,1.5,65,11,142,43.69341564
Foshan,4/16/2020,3.4,77,16,85,50.61044541
Foshan,4/17/2020,3.2,78.2,17,74,50.37183491
Foshan,4/18/2020,4.3,82.2,18.5,80,54.9620673
Foshan,4/19/2020,2.8,83.4,20.5,72,52.3587146
Foshan,4/20/2020,3,83,21,61,52.40093198
Foshan,4/21/2020,4.7,83,22,57,56.62055192
Foshan,4/22/2020,2.5,91.9,16,38,49.83441661
Foshan,4/23/2020,2,91.5,14.5,46,48.25323771
Foshan,4/24/2020,2.1,84,12.5,59,46.29805132
Foshan,4/25/2020,1.1,79.5,13.5,93,45.09740378
Foshan,4/26/2020,1.8,70.5,14.5,95,45.06085088
Foshan,4/27/2020,1.4,66.2,14,119,44.04939482
Foshan,4/28/2020,1.6,64.3,13,104,42.77555677
Foshan,4/29/2020,2,70.7,15.5,78,45.18952433
Foshan,4/30/2020,3,73,14,82,47.54980634
Foshan,5/1/2020,2.5,76.3,18.5,63,48.44591503
Foshan,5/2/2020,3.4,78,20.5,61,51.83175986
Foshan,5/3/2020,4,78,21,59,53.36286613
Foshan,5/4/2020,3.6,78,22,53,52.61849431
Foshan,5/5/2020,4.3,76.8,22,42,53.37302106
Foshan,5/6/2020,4.1,78,22,46,53.41581941
Foshan,5/7/2020,6.8,78.6,23.5,42,60.34535221
Foshan,5/8/2020,6.7,80.2,23.5,34,60.1023481
Foshan,5/9/2020,4.4,81,23,42,55.14469862
Foshan,5/10/2020,4.1,86.9,22,46,55.64081941
Foshan,5/11/2020,1.1,83.6,22,70,49.10594287
Foshan,5/12/2020,2.2,78.5,20.5,80,50.15634834
Foshan,5/13/2020,2.5,81.5,21,137,54.77798959
Foshan,5/14/2020,5.5,86,22,68,59.7882474
Foshan,5/15/2020,5.8,82.7,23,61,59.78780562
Foshan,5/16/2020,3.6,80.5,22,53,53.24349431
Foshan,5/17/2020,1.6,87.7,22,59,50.72250666
Foshan,5/18/2020,1,88.8,22,61,49.71149843
Foshan,5/19/2020,1.5,83.3,22,82,50.57415275
Foshan,5/20/2020,2.5,90.5,23.5,59,54.24113411
Foshan,5/21/2020,2.2,90,24.5,57,53.80900508
Foshan,5/22/2020,2.9,90,22.5,50,54.08890099
Foshan,5/23/2020,1.5,84,22,72,50.23474946
Foshan,5/24/2020,1.5,87,22.5,61,50.66400387
Foshan,5/25/2020,2.5,90.5,23,53,53.68739409
Foshan,5/26/2020,2.1,91,23.5,57,53.33732752
Foshan,5/27/2020,1.8,82.5,20,68,49.36804043
Foshan,5/28/2020,0.9,81.7,21,114,49.94115832
Foshan,5/29/2020,3.9,89.9,24,57,57.47409223
Foshan,5/30/2020,2.7,90.9,24,50,54.58623215
Foshan,5/31/2020,1.5,89.7,24,57,51.86853667
Foshan,6/1/2020,1.9,89,23,50,51.76918422
Foshan,6/2/2020,2.9,93,23,42,54.6724764
Foshan,6/3/2020,3.9,85.7,23.5,55,56.07611353
Foshan,6/4/2020,5,84.6,24,42,57.92378359
Foshan,6/5/2020,4,86.5,23.5,46,56.04463205
Foshan,6/6/2020,1.6,93,23,57,52.43482208
Foshan,6/7/2020,2.2,92,24,55,53.96102639
Foshan,6/8/2020,3.4,91,24,55,56.48880416
Foshan,6/9/2020,4.4,90,25,50,58.78661341
Foshan,6/10/2020,2.9,83,24,53,53.2285161
Foshan,6/11/2020,3.6,81.2,23,34,52.93132413
Foshan,6/12/2020,3.6,78,22.5,42,52.29774873
Foshan,6/13/2020,2.5,80,23.5,55,51.41037279
Foshan,6/14/2020,4.6,87.6,23,25,56.38317599
Foshan,6/15/2020,3,83,24,30,52.27687001
Foshan,6/16/2020,3.6,87.9,23,25,54.14336117
Foshan,6/17/2020,4.2,82.7,23.5,30,54.73454975
Foshan,6/18/2020,5.3,80.5,23.5,34,56.93660736
Foshan,6/19/2020,4.4,77.1,24,34,54.24837206
Foshan,6/20/2020,4.1,74,23,30,52.08297023
Foshan,6/21/2020,4.6,74,23,25,52.98317599
Foshan,6/22/2020,4.2,76.5,24,34,53.6354091
Foshan,6/23/2020,4.6,74.9,23,38,53.87690027
Foshan,6/24/2020,4.3,77.8,23.5,46,54.56407649
Foshan,6/25/2020,6.9,84,23.5,38,61.72107238
Foshan,6/26/2020,6.9,82,23.5,30,60.80954975
Foshan,6/27/2020,5.1,78,23.5,34,55.8486444
Foshan,6/28/2020,5.2,73.6,23,34,54.73502784
Foshan,6/29/2020,3.5,74,23,38,51.10560397
Foshan,6/30/2020,3.6,74.1,23,34,51.15632413
Foshan,7/1/2020,3.5,79,24,34,52.64003873
Foshan,7/2/2020,4.1,81.9,24.5,25,54.5360627
Foshan,7/3/2020,2.7,87.9,24,30,52.80742556
Foshan,7/4/2020,2.2,89.4,24.5,30,52.27011619
Foshan,7/5/2020,3,87.4,24,42,53.99415396
Foshan,7/6/2020,4.5,76.8,23,34,53.91465747
