city,date,ws,hum,dew,pm25,fqi_cum
Anyang,4/1/2020,2,99.3,7.7,147,52.06537763
Anyang,4/2/2020,2,77.9,5.4,152,45.8451283
Anyang,4/3/2020,3,43.2,2.3,147,37.70813362
Anyang,4/4/2020,4,45.1,0.7,144,39.55931373
Anyang,4/5/2020,4,53,4.2,124,42.22119342
Anyang,4/6/2020,3,43.9,4.3,151,39.0692871
Anyang,4/7/2020,3,52.1,5.6,154,41.91086299
Anyang,4/8/2020,2,63.9,5,139,41.48032559
Anyang,4/9/2020,5,63.2,2.4,102,45.07196805
Anyang,4/10/2020,3,99.3,3.2,89,49.190771
Anyang,4/11/2020,3,46.9,1.4,104,35.980023
Anyang,4/12/2020,4,13,-9,80,23.48723069
Anyang,4/13/2020,2,43.1,0.4,134,33.76822198
Anyang,4/14/2020,2,50.9,4.3,129,37.37278504
Anyang,4/15/2020,3,59.1,9,144,44.81312636
Anyang,4/16/2020,3,41.2,8,112,38.20183975
Anyang,4/17/2020,3,24.1,-1.1,93,28.48868918
Anyang,4/18/2020,2,52.2,5,119,37.526519
Anyang,4/19/2020,3,45.9,7.7,124,39.84706488
Anyang,4/20/2020,4,23,-2.5,57,27.99037763
Anyang,4/21/2020,3,37.1,1.5,85,32.60167635
Anyang,4/22/2020,3,25,-4.7,72,25.86873638
Anyang,4/23/2020,2,27,-2.5,104,26.77844348
Anyang,4/24/2020,2,8.1,-12.5,87,16.2769971
Anyang,4/25/2020,3,24,-0.2,80,28.23614137
Anyang,4/26/2020,3,42.1,4.1,109,36.36075405
Anyang,4/27/2020,3,44.1,4.7,91,36.22894578
Anyang,4/28/2020,4,33.1,5.6,112,37.31518397
Anyang,4/29/2020,4,39.9,8.8,119,40.94389373
Anyang,4/30/2020,2,54.1,13.3,153,43.81911765
Anyang,5/1/2020,4,60.1,16,117,49.42042484
Anyang,5/2/2020,2,74,20.3,144,51.76252723
Anyang,5/3/2020,2,68.8,21.1,163,51.83205035
Anyang,5/4/2020,6,69.1,8.7,74,50.50968894
Anyang,5/5/2020,2,77,12.8,72,45.13235294
Anyang,5/6/2020,3,60,13.5,114,45.70079884
Anyang,5/7/2020,3,98.7,16.2,97,55.82484265
Anyang,5/8/2020,5,98.7,15.6,59,58.20562213
Anyang,5/9/2020,2,98.7,13.9,93,52.17681554
Anyang,5/10/2020,3,40.2,9.6,85,37.34726458
Anyang,5/11/2020,3,19,-1.6,55,25.01385863
Anyang,5/12/2020,3,34,6,76,33.56959574
Anyang,5/13/2020,5,42,12.1,95,44.1667877
Anyang,5/14/2020,3,49.1,11.3,80,40.14839627
Anyang,5/15/2020,2,67.9,16.8,132,47.90455701
Anyang,5/16/2020,2,80.9,17.5,142,52.01209756
Anyang,5/17/2020,6,38.1,12.3,139,47.86801622
Anyang,5/18/2020,2,33.1,5,63,29.87086057
Anyang,5/19/2020,3,24,6.2,70,30.85899298
Anyang,5/20/2020,2,37.9,8.8,89,34.27105422
Anyang,5/21/2020,4,33.1,11.2,97,39.28867708
Anyang,5/22/2020,4,32,10.8,91,38.50895667
Anyang,5/23/2020,4,47,11.6,87,42.44535221
Anyang,5/24/2020,2,45,12.9,89,38.05585815
Anyang,5/25/2020,3,34.9,10.2,91,36.62502421
Anyang,5/26/2020,3,37.9,11.2,72,36.88785403
Anyang,5/27/2020,3,22.1,6.6,68,30.47719075
Anyang,5/28/2020,3,21.1,5.8,76,30.24655652
Anyang,5/29/2020,2,34,7.3,78,31.99491649
Anyang,5/30/2020,4,54.9,13.2,93,45.51330792
Anyang,5/31/2020,2,52.1,16.7,104,42.46520818
Anyang,6/1/2020,2,40,12.8,109,37.78564512
Anyang,6/2/2020,2,19,3.4,104,27.67060034
Anyang,6/3/2020,4,10,0.5,91,27.95993706
Anyang,6/4/2020,3,25,10.4,132,36.35711692
Anyang,6/5/2020,3,40,10.8,87,37.98838054
Anyang,6/6/2020,4,44.1,14.5,117,44.68513072
Anyang,6/7/2020,2,23,8.3,80,29.83799322
Anyang,6/8/2020,2,28,10,99,32.89869281
Anyang,6/9/2020,3,47.1,14.1,124,43.28431978
Anyang,6/10/2020,2,35.9,11.8,114,36.52765069
Anyang,6/11/2020,3,47,15.8,117,43.73257081
Anyang,6/12/2020,2,98.8,20.3,87,55.03042847
Anyang,6/13/2020,3,57.1,18.1,104,46.71629751
Anyang,6/14/2020,3,25,8,65,31.73414427
Anyang,6/15/2020,2,44.1,12.2,104,38.25932583
Anyang,6/16/2020,2,91.7,18.9,91,52.77491527
Anyang,6/17/2020,1,98.8,18.2,80,51.32611958
Anyang,6/18/2020,3,82.2,17.3,82,51.4674534
Anyang,6/19/2020,2,75.9,18.5,78,47.96011256
Anyang,6/20/2020,4,54,17.9,85,47.18070685
Anyang,6/21/2020,4,56.2,18.1,89,48.03450738
Anyang,6/22/2020,3,78.8,19.9,99,52.7664488
Anyang,6/23/2020,2,62.1,19.7,95,45.97283345
Anyang,6/24/2020,2,74.2,20.3,97,49.39483176
Anyang,6/25/2020,3,65.9,20.5,91,49.42404382
Anyang,6/26/2020,1,75.9,21.9,139,50.4498245
Anyang,6/27/2020,2,54.1,18.1,112,44.06300533
Anyang,6/28/2020,2,81.8,22.3,127,53.81843379
Anyang,6/29/2020,2,95.9,21.4,129,57.00513798
Anyang,6/30/2020,3,78,21.1,99,53.1546841
Anyang,7/1/2020,2,61,19.3,93,45.39887436
Anyang,7/2/2020,2,95.9,22.9,109,56.71162551
Anyang,7/3/2020,3,81,21.5,91,53.68923989
Anyang,7/4/2020,3,97.1,22.9,114,59.58364198
Anyang,7/5/2020,3,55.2,20.3,80,46.08516098
Anyang,7/6/2020,2,50.1,18.5,82,41.71587388
Anyang,7/7/2020,2,53.9,20.5,117,45.44667756
Anyang,7/8/2020,2,65.8,20.8,137,49.59754297
Anyang,7/9/2020,3,98.2,22.5,142,61.10289276
Anyang,7/10/2020,2,98.8,22.1,157,59.51360445
Anyang,7/11/2020,2,98.8,22.6,163,60.06734447
Anyang,7/12/2020,3,98.8,19.9,61,55.81171629
Anyang,7/13/2020,2,67.9,19.4,89,46.96713266
Anyang,7/14/2020,2,98.8,23.5,112,57.88506415
Anyang,7/15/2020,3,78.8,21.6,137,55.55451465
Anyang,7/16/2020,2,64,21.8,87,47.06572259
Anyang,7/17/2020,4,65.9,18,93,50.61624909
Anyang,7/18/2020,3,51.1,17.3,124,45.85294723
Anyang,7/19/2020,3,70,20,153,53.39324619
Anyang,7/20/2020,4,43,19.4,124,47.17217381
Anyang,7/21/2020,3,59.9,20.3,117,49.16345316
Anyang,7/22/2020,2,98.8,22.7,104,57.08138465
Anyang,7/23/2020,2,59.8,19,117,46.18638344
Anyang,7/24/2020,2,54.8,19,95,43.8046962
Anyang,7/25/2020,2,87.1,22.6,112,54.51888768
Anyang,7/26/2020,3,83,22.2,87,54.32661583
Anyang,7/27/2020,2,98.8,21.4,78,55.10668119
Anyang,7/28/2020,1,67.9,21.4,99,46.14711329
Anyang,7/29/2020,3,61,22.6,91,49.22845558
Anyang,7/30/2020,4,57.8,22.1,85,50.18953038
Anyang,7/31/2020,4,93.3,24.3,70,59.37135681
Anyang,8/1/2020,3,97.7,27.1,87,60.40357662
Anyang,8/2/2020,3,85.1,24.9,74,55.50642096
Anyang,8/3/2020,2,98.8,27.1,97,58.87816509
Anyang,8/4/2020,2,95.9,24.1,53,54.41920237
Anyang,8/5/2020,2,98.8,24.6,59,55.69794239
Anyang,8/6/2020,2,98.8,21.8,59,54.32539337
Anyang,8/7/2020,3,98.8,23.6,61,57.62544178
Anyang,8/8/2020,2,97.1,23.8,68,55.34374849
Anyang,8/9/2020,2,98.3,24,107,57.74796054
Anyang,8/10/2020,3,86.1,25.1,124,58.42647664
Anyang,8/11/2020,3,87.2,26.8,102,58.40312273
Anyang,8/12/2020,1,98.8,26.1,76,54.99290729
Anyang,8/13/2020,1,98.8,27.6,74,55.62532075
Anyang,8/14/2020,3,90.2,24.1,80,56.69790608
Anyang,8/15/2020,3,95.2,20.5,53,54.7943113
Anyang,8/16/2020,2,90.7,20.6,74,52.48376301
Anyang,8/17/2020,1,87.1,23,97,51.62854636
Anyang,8/18/2020,3,71,24.3,76,51.79018397
Anyang,8/19/2020,3,94.1,20.6,61,54.97985355
Anyang,8/20/2020,2,94,19.6,72,52.71568627
Anyang,8/21/2020,3,64,15.8,53,44.69038974
Anyang,8/22/2020,2,79.9,18.3,89,49.42791697
Anyang,8/23/2020,4,78,22.4,107,56.51827645
Anyang,8/24/2020,2,88.7,23.2,82,53.66979545
Anyang,8/25/2020,3,72,20.7,89,50.94420237
Anyang,8/26/2020,3,71.2,20.2,102,51.16782861
Anyang,8/27/2020,3,72.9,17.9,85,49.59089204
Anyang,8/28/2020,2,71.9,20.9,112,49.88555435
Anyang,8/29/2020,2,68.9,20.8,95,48.21204914
Anyang,8/30/2020,2,71.1,20.5,129,50.36396151
Anyang,8/31/2020,2,84.9,20.8,139,54.47542363
Anyang,9/1/2020,2,59.1,17.5,78,43.26991649
Anyang,9/2/2020,2,51.1,14.1,63,38.83164488
Anyang,9/3/2020,2,46,11.4,68,36.49031711
Anyang,9/4/2020,2,63.9,14,72,42.44558824
Anyang,9/5/2020,4,32,11.5,80,38.2862503
Anyang,9/6/2020,2,42.1,13.3,93,37.73269789
Anyang,9/7/2020,2,67,16.1,137,47.5936214
Anyang,9/8/2020,2,60.2,16.9,82,43.45656015
Anyang,9/9/2020,2,72,18.8,97,48.10953764
Anyang,9/10/2020,2,74,18.8,87,48.09513435
Anyang,9/11/2020,3,59.2,14,38,41.83643186
Anyang,9/12/2020,3,71,15.7,70,47.26585573
Anyang,9/13/2020,2,73,16.6,93,47.07534495
Anyang,9/14/2020,2,84,18,127,52.26059066
Anyang,9/15/2020,1,89.1,20.3,129,52.45110748
Anyang,9/16/2020,3,47,9.3,63,37.76851852
Anyang,9/17/2020,2,42,7.7,76,34.08811426
Anyang,9/18/2020,2,21.9,6.1,70,27.97015856
Anyang,9/19/2020,2,32.1,7.9,87,32.2769971
Anyang,9/20/2020,2,42.9,10.2,107,37.13325466
Anyang,9/21/2020,2,56.9,14,144,44.39929194
Anyang,9/22/2020,2,47.9,12.4,153,41.82794118
Anyang,9/23/2020,2,79.8,16.3,153,51.71470588
Anyang,9/24/2020,2,79.2,15.9,122,49.77397725
Anyang,9/25/2020,2,77.2,15.6,149,50.51580731
Anyang,9/26/2020,2,63,14.5,142,46.06650932
Anyang,9/27/2020,2,80.2,15.7,151,51.41770758
Anyang,9/28/2020,2,55.1,14.5,95,41.67381385
Anyang,9/29/2020,2,80.2,15.5,102,48.79909223
Anyang,9/30/2020,1,80.8,12.7,78,44.02716049
Beijing,4/1/2020,3,13,-16,21,14.70606391
Beijing,4/2/2020,2,21,-10.5,61,19.14494069
Beijing,4/3/2020,1.5,16,-7.5,50,17.6422779
Beijing,4/4/2020,4.1,20.5,-5.5,70,26.79499516
Beijing,4/5/2020,1.5,35.5,-4,82,25.87905471
Beijing,4/6/2020,1.5,36,-0.5,157,31.57776567
Beijing,4/7/2020,2,28,-5,122,26.72887921
Beijing,4/8/2020,2,30,-5,70,24.55398209
Beijing,4/9/2020,2,40.5,-1,97,30.52865529
Beijing,4/10/2020,1,33,-3,109,25.97573227
Beijing,4/11/2020,2.5,15.5,-9.5,68,19.77762648
Beijing,4/12/2020,3,15,-9.5,59,20.34707093
Beijing,4/13/2020,1.5,26,-3.5,85,23.90347374
Beijing,4/14/2020,1.5,37.5,3,158,33.71989228
Beijing,4/15/2020,2,41,6,153,36.96568627
Beijing,4/16/2020,3,58,5.5,70,39.01585573
Beijing,4/17/2020,2.5,38.5,2,76,31.57640402
Beijing,4/18/2020,1.5,39,3,95,30.85415154
Beijing,4/19/2020,3.6,49.5,6,119,41.04541878
Beijing,4/20/2020,9.2,24,-10.5,30,34.96695715
Beijing,4/21/2020,8.7,14.5,-16,30,28.73847131
Beijing,4/22/2020,8.2,12.5,-17.5,30,26.34576979
Beijing,4/23/2020,5.6,11.5,-15,30,21.30274147
Beijing,4/24/2020,6.6,6.5,-11,55,25.61434883
Beijing,4/25/2020,3,16.5,-7.5,42,20.82797749
Beijing,4/26/2020,2,27.5,-2.5,50,24.1256657
Beijing,4/27/2020,1.5,37.5,1,117,30.63044662
Beijing,4/28/2020,1.5,39,4.5,153,34.57298475
Beijing,4/29/2020,2,41,8.5,154,38.2426168
Beijing,4/30/2020,1,52.5,13,167,41.67740862
Beijing,5/1/2020,1.5,54,16,176,45.14336722
Beijing,5/2/2020,3,59,17,147,48.86401598
Beijing,5/3/2020,1.5,70.5,16,153,48.08523965
Beijing,5/4/2020,3,67,10,93,44.65486565
Beijing,5/5/2020,1.5,67,11,132,43.67901235
Beijing,5/6/2020,1.5,53,12.5,164,42.560397
Beijing,5/7/2020,1.5,63,10.5,167,44.23432583
Beijing,5/8/2020,1.5,87,12,87,46.85439361
Beijing,5/9/2020,1.5,76.5,12,95,44.64091624
Beijing,5/10/2020,6.6,17,-3.5,61,32.22446139
Beijing,5/11/2020,6.1,14.5,-3.5,34,29.05316509
Beijing,5/12/2020,5.1,20.5,-2.5,57,29.91167393
Beijing,5/13/2020,1.5,44,9,107,35.66261196
Beijing,5/14/2020,3.6,48.5,12.5,93,42.64424473
Beijing,5/15/2020,2.5,68,14,114,46.78848947
Beijing,5/16/2020,1.5,72,12.5,117,44.89270153
Beijing,5/17/2020,1,35,3,61,26.94777294
Beijing,5/18/2020,3.6,27.5,1,42,29.13353304
Beijing,5/19/2020,2.5,28,4,55,28.85154926
Beijing,5/20/2020,2,40,10,53,33.53243767
Beijing,5/21/2020,1.5,63,12,159,44.55809731
Beijing,5/22/2020,1.5,54,14,109,40.71647301
Beijing,5/23/2020,2,50,11,21,34.87654321
Beijing,5/24/2020,1.5,40.5,9,34,31.03246793
Beijing,5/25/2020,1.5,58,11.5,42,37.04448076
Beijing,5/26/2020,2,30,6.5,42,28.75090777
Beijing,5/27/2020,3,33,6,25,30.69613895
Beijing,5/28/2020,1.5,50,11.5,99,37.97657952
Beijing,5/29/2020,1.5,55.5,14,151,43.25196684
Beijing,5/30/2020,2,66,16,147,47.80900508
Beijing,5/31/2020,2.5,49.5,7.5,42,35.27351126
Beijing,6/1/2020,1,65.5,10.5,68,38.60932583
Beijing,6/2/2020,2.5,44,12.5,74,37.99558218
Beijing,6/3/2020,2,37.5,10,137,37.22842532
Beijing,6/4/2020,3,31,7,42,31.56082062
Beijing,6/5/2020,2.5,42.5,11,50,35.65072016
Beijing,6/6/2020,1.5,40,12,72,34.33278867
Beijing,6/7/2020,1.5,46,13,87,37.09458969
Beijing,6/8/2020,1.5,31,12.5,112,34.38549988
Beijing,6/9/2020,1.5,57,17,112,43.09138223
Beijing,6/10/2020,1.5,55.5,17,139,44.10527112
Beijing,6/11/2020,1.5,58.5,17,114,43.56926289
Beijing,6/12/2020,1.5,49.5,15,91,39.15574316
Beijing,6/13/2020,1.5,45,16,132,40.62999274
Beijing,6/14/2020,4.1,23,7,25,31.23263132
Beijing,6/15/2020,2,24.5,8.5,59,29.23078552
Beijing,6/16/2020,2.5,35,12,109,37.30089567
Beijing,6/17/2020,3,43,13,63,38.58224401
Beijing,6/18/2020,2,52,15,76,40.16654563
Beijing,6/19/2020,2.5,39.5,13.5,74,37.36077826
Beijing,6/20/2020,2.5,48,18,109,43.49207214
Beijing,6/21/2020,2.5,45.5,17.5,87,41.49028686
Beijing,6/22/2020,3,53,17.5,129,46.68318809
Beijing,6/23/2020,2,65,19,127,48.00078673
Beijing,6/24/2020,2,68,18,59,44.76264827
Beijing,6/25/2020,1.5,83,18.5,87,49.04066812
Beijing,6/26/2020,1,75,17.5,78,44.93010167
Beijing,6/27/2020,1,59.5,19,154,45.69986081
Beijing,6/28/2020,1.5,51,18,124,42.69886226
Beijing,6/29/2020,1,63,18,85,42.53528201
Beijing,6/30/2020,2,41,14,59,36.05186396
Beijing,7/1/2020,2,57,16.5,80,42.35760107
Beijing,7/2/2020,2,67,19.5,85,46.58539095
Beijing,7/3/2020,1.5,73,19.5,127,49.08847737
Beijing,7/4/2020,1.5,62.5,18.5,114,45.30455701
Beijing,7/5/2020,1,75.5,19,70,45.37887315
Beijing,7/6/2020,1,67,19,61,42.79091019
Beijing,7/7/2020,2,54,15,53,39.48341806
Beijing,7/8/2020,1.5,54,18,91,41.7513314
Beijing,7/9/2020,1.5,88,19,85,50.4328855
Beijing,7/10/2020,1,80.5,19,122,49.30377027
Beijing,7/11/2020,0.5,88,21,163,53.11080852
Beijing,7/12/2020,1,88,21.5,163,54.51331397
Beijing,7/13/2020,1,83,21,109,50.24043815
Beijing,7/14/2020,2,56.5,19,95,44.2296962
Beijing,7/15/2020,1.5,54.5,19,89,42.26364682
Beijing,7/16/2020,1.5,61,20.5,122,46.3214718
Beijing,7/17/2020,1.5,69,21,124,48.6694505
Beijing,7/18/2020,1.5,85.5,21,112,52.17716655
Beijing,7/19/2020,0.5,71,19,70,43.09646575
Beijing,7/20/2020,1,65,19.5,97,44.38786008
Beijing,7/21/2020,2.5,55,20,91,45.29653837
Beijing,7/22/2020,1.5,55.5,19,102,43.1823711
Beijing,7/23/2020,1.5,52.5,18.5,89,41.51854878
Beijing,7/24/2020,1.5,36,16,78,35.60221496
Beijing,7/25/2020,1,55,19,80,40.76827645
Beijing,7/26/2020,2,67,19,68,45.46580731
Beijing,7/27/2020,1,94,21,147,54.94517066
Beijing,7/28/2020,0.5,94,22,154,54.63804164
Beijing,7/29/2020,0.5,85.5,22,139,51.7414367
Beijing,7/30/2020,1,79,24,134,51.99703462
Beijing,7/31/2020,1.5,85.5,23.5,102,52.88825345
Beijing,8/1/2020,0.5,76,21.5,87,46.44644154
Beijing,8/2/2020,1.5,63,20.5,59,43.58073106
Beijing,8/3/2020,1.5,60,20,63,42.79139434
Beijing,8/4/2020,1,62,20,57,41.82534495
Beijing,8/5/2020,1,80.5,23,87,49.46414306
Beijing,8/6/2020,1,76,23,91,48.54490438
Beijing,8/7/2020,1,73.5,22.5,63,46.23447712
Beijing,8/8/2020,1.5,65,20.5,70,44.64657468
Beijing,8/9/2020,2,64,20,59,44.74304043
Beijing,8/10/2020,2,67,20,55,45.28727911
Beijing,8/11/2020,1,66,22.5,93,45.902687
Beijing,8/12/2020,1.5,85.5,23,95,52.28307311
Beijing,8/13/2020,2,85.5,23,42,50.71414306
Beijing,8/14/2020,1.5,76.5,24,87,50.11174655
Beijing,8/15/2020,1,85.5,23,85,50.61126241
Beijing,8/16/2020,1,85.5,22.5,102,51.24064996
Beijing,8/17/2020,1.5,88,23,112,53.7825587
Beijing,8/18/2020,2.5,91,21.5,59,53.38574195
Beijing,8/19/2020,1.5,77.5,18.5,38,45.14509199
Beijing,8/20/2020,1,80.5,19,63,46.26879085
Beijing,8/21/2020,1.5,70.5,17.5,70,44.55098644
Beijing,8/22/2020,1.5,64.5,17,93,43.98901598
Beijing,8/23/2020,1,80,19.5,144,50.55555556
Beijing,8/24/2020,3,71.5,19,34,47.15665093
Beijing,8/25/2020,1,71,20.5,63,44.62908497
Beijing,8/26/2020,0.5,80.5,22.5,119,49.70772815
Beijing,8/27/2020,1.5,67,22,89,46.85923505
Beijing,8/28/2020,1.5,73.5,19,59,45.47043694
Beijing,8/29/2020,1,83,22.5,127,51.90165819
Beijing,8/30/2020,1.5,78,22,119,51.15244493
Beijing,8/31/2020,2.5,82,18.5,42,48.79066812
Beijing,9/1/2020,2.5,56,16,50,41.47670056
Beijing,9/2/2020,2.5,53,13,55,39.51331397
Beijing,9/3/2020,3.6,46.5,10,25,37.42081215
Beijing,9/4/2020,1.5,57,13,57,38.30137981
Beijing,9/5/2020,1,68.5,15,74,41.87385016
Beijing,9/6/2020,1,77.5,19,147,49.8397785
Beijing,9/7/2020,2.5,57.5,16,57,42.21178286
Beijing,9/8/2020,2.5,37.5,12,34,34.06787098
Beijing,9/9/2020,1.5,62,13,34,38.36825224
Beijing,9/10/2020,2,62,13,25,39.06269668
Beijing,9/11/2020,2.5,58.5,14,21,39.62953885
Beijing,9/12/2020,2.5,66,15.5,42,43.32007988
Beijing,9/13/2020,1,73.5,17,74,44.10424231
Beijing,9/14/2020,1.5,78,18,114,48.93445897
Beijing,9/15/2020,1.5,90.5,17.5,82,50.16827039
Beijing,9/16/2020,5.1,27,3,21,32.38090051
Beijing,9/17/2020,4.1,32,4,21,31.80628177
Beijing,9/18/2020,1.5,50.5,9,38,33.73822924
Beijing,9/19/2020,1.5,69.5,9.5,59,39.8135742
Beijing,9/20/2020,1.5,41,6.5,42,30.34350036
Beijing,9/21/2020,1,72,14,99,43.54466231
Beijing,9/22/2020,1.5,65,11.5,82,40.85209392
Beijing,9/23/2020,0.5,88,16,95,47.16188574
Beijing,9/24/2020,0.5,90.5,15.5,87,47.13026507
Beijing,9/25/2020,1,82,14.5,104,46.54696199
Beijing,9/26/2020,0.5,85,15,139,48.18506415
Beijing,9/27/2020,0.5,82.5,14.5,152,47.98369039
Beijing,9/28/2020,1,85,15.5,162,50.77069717
Beijing,9/29/2020,2.5,84.5,12,42,46.22939361
Beijing,9/30/2020,1.5,63,9,59,37.94347616
Changchun,4/1/2020,3.6,24,-13,132,26.02541757
Changchun,4/2/2020,3.6,25,-11,137,27.51301138
Changchun,4/3/2020,5.6,35,-10,152,35.90444202
Changchun,4/4/2020,3.6,33,-19,127,25.07703946
Changchun,4/5/2020,2.5,24,-16,233,27.20400629
Changchun,4/6/2020,3.6,40,-12,182,33.08763011
Changchun,4/7/2020,2.5,37,-11,132,27.70951344
Changchun,4/8/2020,1.5,74,-2,99,37.35893246
Changchun,4/9/2020,1.5,69,-3,72,34.22984749
Changchun,4/10/2020,2.5,28.1,-12,187,27.82353546
Changchun,4/11/2020,2.5,24,-12,164,25.61540789
Changchun,4/12/2020,1.5,27,-9,163,25.46974098
Changchun,4/13/2020,2.5,23,-8,188,28.56076011
Changchun,4/14/2020,3.6,27,-7,176,31.97996853
Changchun,4/15/2020,1.5,33,-4,397,41.45775841
Changchun,4/16/2020,1.5,32,-3,342,38.86873638
Changchun,4/17/2020,1.5,40,-1,315,40.46023965
Changchun,4/18/2020,1.5,35,-2,200,32.80440571
Changchun,4/19/2020,4.6,46,0,163,41.80743161
Changchun,4/20/2020,5.6,81,-4,38,44.48142096
Changchun,4/21/2020,4.6,80,-4,30,41.50508351
Changchun,4/22/2020,3.6,80,-3,38,40.09198741
Changchun,4/23/2020,2.5,48.9,-7,50,28.42719075
Changchun,4/24/2020,3.6,49,-5,63,32.64760349
Changchun,4/25/2020,3.6,39,-6,55,29.24588477
Changchun,4/26/2020,1.5,49,-5,61,27.68361172
Changchun,4/27/2020,2.5,27,-6,78,24.88271605
Changchun,4/28/2020,2.5,38,2,112,33.30325587
Changchun,4/29/2020,4.6,47,3,91,39.82431615
Changchun,4/30/2020,4.6,55,6,129,45.24963689
Changchun,5/1/2020,6.6,46,10,142,50.25877511
Changchun,5/2/2020,4.6,41,11,139,44.71502058
Changchun,5/3/2020,3,81,7,85,46.27275478
Changchun,5/4/2020,2.5,39,-3,50,27.91297507
Changchun,5/5/2020,3.6,50,1,76,36.50750424
Changchun,5/6/2020,1.5,30,-4,87,24.76125635
Changchun,5/7/2020,3.6,28,-2,95,30.51428226
Changchun,5/8/2020,5.6,49,5,97,43.92816509
Changchun,5/9/2020,1.5,55,8,80,36.53352699
Changchun,5/10/2020,4.6,35,3,80,36.25847252
Changchun,5/11/2020,5.6,58,4,50,43.27027354
Changchun,5/12/2020,3.6,37,-2.6,30,29.12654321
Changchun,5/13/2020,2.5,28,-3,46,24.95721375
Changchun,5/14/2020,8.7,25,3,91,43.81505689
Changchun,5/15/2020,2.5,26,1,68,27.54968531
Changchun,5/16/2020,1.5,54,8,70,35.7691237
Changchun,5/17/2020,1.5,76,10,61,41.78655289
Changchun,5/18/2020,4.6,76,10,59,48.85959816
Changchun,5/19/2020,4.6,61,3,13,39.31197047
Changchun,5/20/2020,1.5,71,6,38,37.39264101
Changchun,5/21/2020,2.5,76,10,78,44.9758533
Changchun,5/22/2020,2.5,82,11,55,45.78292181
Changchun,5/23/2020,1.5,87,12.2,42,44.63761801
Changchun,5/24/2020,1.5,77,11,55,42.218107
Changchun,5/25/2020,2.5,58,5,38,35.96725974
Changchun,5/26/2020,1.5,50,4,25,30.49352457
Changchun,5/27/2020,1.5,48,4,63,31.94825708
Changchun,5/28/2020,2.5,48,6,63,35.24346405
Changchun,5/29/2020,4.6,30,6,61,35.5016945
Changchun,5/30/2020,5.6,33.1,8,78,40.44638707
Changchun,5/31/2020,4.6,52,11,82,44.53292181
Changchun,6/1/2020,2.5,71,11,53,42.93004115
Changchun,6/2/2020,3.6,56,9,65,41.36322924
Changchun,6/3/2020,6.6,63,9,46,49.08030743
Changchun,6/4/2020,1.5,59,9,42,36.06899056
Changchun,6/5/2020,1.5,67,10,53,39.12503026
Changchun,6/6/2020,2.5,49,9,57,36.65541031
Changchun,6/7/2020,4.6,44,10,68,41.32256112
Changchun,6/8/2020,8.7,37,13,93,51.81989833
Changchun,6/9/2020,3.6,57,16,99,46.79357298
Changchun,6/10/2020,3.6,72,15,78,48.97312999
Changchun,6/11/2020,3,46,9,21,35.21096587
Changchun,6/12/2020,4.6,41,10,72,40.77832244
Changchun,6/13/2020,2.5,53,13,89,41.26228516
Changchun,6/14/2020,4.6,77,11,25,47.85082305
Changchun,6/15/2020,2.5,67,11,21,40.28395062
Changchun,6/16/2020,3.6,41,9,38,36.22434035
Changchun,6/17/2020,2.5,46,12,53,37.17023723
Changchun,6/18/2020,2.5,63,11,34,39.9526749
Changchun,6/19/2020,1.5,53,10,38,34.85342532
Changchun,6/20/2020,4.6,68,15,68,49.77354152
Changchun,6/21/2020,3.6,61,17,122,49.46689664
Changchun,6/22/2020,1.5,77,18,80,46.93548778
Changchun,6/23/2020,3.6,64,16,76,47.36044541
Changchun,6/24/2020,1.5,73,16,46,43.20612443
Changchun,6/25/2020,2.5,72,14,38,43.87902445
Changchun,6/26/2020,1.5,77,14,34,42.60844832
Changchun,6/27/2020,1.5,68,15,34,40.8486444
Changchun,6/28/2020,2.5,50,15,46,39.28074316
Changchun,6/29/2020,2.5,64,16,65,44.2483055
Changchun,6/30/2020,3.6,64,15,34,44.70975551
Changchun,7/1/2020,1.5,64,14,38,39.56420963
Changchun,7/2/2020,0.5,65,15,68,39.53280077
Changchun,7/3/2020,1.5,73.9,17,65,44.89868676
Changchun,7/4/2020,3.6,73,17.9,91,51.3134229
Changchun,7/5/2020,4.6,82,17,68,54.25393367
Changchun,7/6/2020,3.6,68,16,53,47.17731784
Changchun,7/7/2020,1.5,72,13,65,42.46290244
Changchun,7/8/2020,1.5,47,12,65,35.72270637
Changchun,7/9/2020,0.5,50,13,74,35.11105059
Changchun,7/10/2020,1.5,65.9,15,76,42.48413822
Changchun,7/11/2020,1.5,61,17,70,41.9308884
Changchun,7/12/2020,1.5,69,18,74,44.6268458
Changchun,7/13/2020,2,54,17,50,40.30948923
Changchun,7/14/2020,1.5,57,14,34,37.60844832
Changchun,7/15/2020,0.5,69,18,61,41.64330671
Changchun,7/16/2020,2.5,61,18,80,45.25030259
Changchun,7/17/2020,4,54,18,107,48.3614137
Changchun,7/18/2020,3.6,54,16,61,44.08884047
Changchun,7/19/2020,0.5,78,18,63,43.99618736
Changchun,7/20/2020,1.5,77,16,38,43.79460179
Changchun,7/21/2020,2.5,50,13.9,38,38.33000484
Changchun,7/22/2020,3.6,65,17,85,48.56360445
Changchun,7/23/2020,1.5,62,19,82,43.77856451
Changchun,7/24/2020,1.5,48,17,57,38.01216412
Changchun,7/25/2020,3,48,15,42,39.73238925
Changchun,7/26/2020,2.5,50,15,42,39.07498184
Changchun,7/27/2020,1.5,73,18,55,44.64947954
